,index_content,word,nature,content_type,index_word
1687,47,宝贝,nr,pos,1
1691,47,颜值,n,pos,4
1702,47,朋友,n,pos,8
1709,47,商家,n,pos,11
1718,48,正品,n,pos,3
1729,48,头皮,n,pos,8
1734,49,款式,n,pos,2
1737,49,时尚,n,pos,4
1743,49,颜色,n,pos,7
1745,49,很漂亮,n,pos,8
1758,50,颜色,n,pos,1
1762,50,亮,n,pos,3
1767,50,物流,n,pos,5
1778,51,白色,n,neg,1
1780,51,划痕,n,neg,2
1787,51,耳朵,n,neg,5
1799,51,信息,n,neg,10
1826,51,东西,ns,neg,19
1829,51,图,n,neg,20
1845,51,时间,n,neg,25
1852,52,购物,n,neg,1
1865,52,诚信,nz,neg,7
1868,52,霸道,n,neg,8
1870,52,卖家,n,neg,9
1878,52,发货,n,neg,14
1879,52,货,n,neg,15
1881,52,发货,n,neg,16
1889,52,买家,n,neg,21
1896,52,疫情,n,neg,23
1898,52,客户,n,neg,25
1900,52,客户,n,neg,26
1911,52,物流,n,neg,31
1918,52,买家,n,neg,35
1919,52,所在城市,n,neg,36
1922,52,隔天,nz,neg,37
1923,52,卖家,n,neg,38
1927,52,客户,n,neg,41
1928,52,订单,n,neg,42
1937,52,卖家,n,neg,45
1940,52,牛气,n,neg,46
1943,52,实力,n,neg,47
1949,52,置顶,n,neg,48
1950,52,卖家,n,neg,49
1951,52,榜首,n,neg,50
1956,52,平台,n,neg,51
1959,52,监管,vn,neg,52
1968,53,卡扣,nz,neg,3
1980,53,塑料袋,n,neg,9
1981,53,子,ng,neg,10
1983,53,装箱,n,neg,11
1987,53,时,ng,neg,13
1989,53,气孔,n,neg,15
1990,53,挡片,n,neg,16
1998,53,痕,ng,neg,19
2001,53,语,ng,neg,20
2008,53,价钱,n,neg,24
2009,53,一分货,n,neg,25
2016,53,购物,n,neg,27
2030,55,货刚,n,neg,1
2039,55,瑕疵,n,neg,5
2041,55,卡扣,nz,neg,6
2053,56,底座,n,neg,2
2061,56,齿,n,neg,6
2070,56,块钱,n,neg,9
2071,56,运费,vn,neg,10
2076,56,体验,n,neg,12
2080,56,购物,n,neg,14
2089,56,东西,ns,neg,17
2093,56,售后,n,neg,18
2096,56,差劲,n,neg,20
2099,57,插扣,n,neg,2
2108,57,垃圾,n,neg,7
2115,57,个性,n,neg,10
2118,57,客户,n,neg,11
2120,57,傻子,n,neg,12
2126,57,明白,nr,neg,14
2136,57,自费,vn,neg,18
2138,57,配件,n,neg,19
2143,58,头顶,n,neg,2
2146,58,划痕,n,neg,5
2149,58,疫情,n,neg,6
2150,58,防控,vn,neg,7
2160,58,优惠,vn,neg,10
2170,58,处理结果,n,neg,14
2173,58,处理速度,n,neg,15
2189,60,东西,ns,neg,1
2202,60,语,ng,neg,4
2211,61,价格,n,neg,3
2229,62,调节,vn,neg,4
2247,63,一分钱,n,neg,1
2248,63,一分货,n,neg,2
2254,64,调节,vn,neg,1
2255,64,档位,n,neg,2
2256,64,太紧,nz,neg,3
2259,64,手,n,neg,4
2267,64,新旧,ns,neg,6
2271,64,关系,n,neg,8
2273,64,调节,vn,neg,9
2274,64,档位,n,neg,10
2279,64,声音,n,neg,11
2281,64,双手,n,neg,12
2284,64,卡,n,neg,14
2289,64,微调,n,neg,16
2291,64,价格便宜,n,neg,17
2298,65,价位,n,neg,2
2303,65,标准,n,neg,5
2309,67,绳子,n,neg,2
2320,68,想象,n,neg,5
2325,68,净空,n,neg,7
2343,69,商品,n,neg,1
2352,69,物流,n,neg,4
2356,69,态度,n,neg,5
2365,69,总体,n,neg,7
2374,70,甲头,n,neg,2
2375,71,发货,n,pos,1
2376,71,速度,n,pos,2
2381,71,产品,n,pos,4
2386,71,颜值,n,pos,5
2390,71,总体,n,pos,7
2397,72,物流,n,pos,2
2412,72,棒棒,n,pos,8
2415,72,小伙伴,n,pos,10
2424,72,欧耶,nr,pos,14
2426,72,冲冲,vn,pos,15
2429,73,东西,ns,pos,1
2433,73,物流,n,pos,3
2434,73,速度,n,pos,4
2449,73,货,n,pos,9
2455,73,话,n,pos,11
2462,73,图,n,pos,12
2464,73,视频,n,pos,13
2470,73,意图,n,pos,16
2472,73,朋友,n,pos,17
2478,73,下单,n,pos,20
2481,74,核心,n,pos,2
2484,74,尾部,n,pos,4
2486,74,亮灯,n,pos,5
2487,74,标志,n,pos,6
2491,74,阀门,n,pos,9
2493,74,调节,vn,pos,10
2495,74,空气,n,pos,12
2498,74,黑色,n,pos,13
2499,74,款,n,pos,14
2503,74,工程塑料,n,pos,16
2504,74,材质,n,pos,17
2506,74,性价比,n,pos,18
2513,74,厚重感,n,pos,20
2517,74,镜需,n,pos,23
2524,74,整体,n,pos,28
2528,75,颜值,n,pos,1
2565,75,太帅,n,pos,14
2570,76,结实,n,pos,1
2572,76,外观,n,pos,2
2575,76,护目镜,n,pos,3
2577,76,划痕,n,pos,4
2579,76,商家,n,pos,5
2580,76,时间,n,pos,6
2584,76,反光镜,nz,pos,9
2587,76,商家,n,pos,11
2620,77,类型,n,pos,3
2622,77,物流,n,pos,4
2631,78,价钱,n,pos,1
2635,78,品质,n,pos,2
2639,79,性价比,n,pos,1
2642,79,颜值,n,pos,3
2652,80,颜色,n,pos,2
2661,80,物流,n,pos,6
2665,80,信赖,n,pos,9
2667,81,时尚,n,pos,1
2679,82,儿童,n,pos,2
2692,82,店家,n,pos,5
2693,82,发货,n,pos,6
2699,82,目的地,n,pos,7
2703,82,疫情,n,pos,9
2712,82,图示,n,pos,14
2718,83,杠杠,n,pos,1
2721,83,款式,n,pos,3
2734,83,性价比,n,pos,6
2739,83,电动车,n,pos,9
2741,83,摩托车,nz,pos,10
2745,83,国家标准,n,pos,12
2754,83,尾翼,n,pos,15
2767,84,想象,n,pos,2
2778,85,用料,n,pos,3
2786,86,结实,n,pos,4
2788,86,杠杠,n,pos,5
2797,87,货,n,pos,4
2800,87,镜片,n,pos,5
2809,87,赠品,n,pos,7
2817,87,感觉,n,pos,9
2823,88,高端,n,pos,1
2824,88,大气,n,pos,2
2827,88,造型,n,pos,4
2833,88,反光灯,n,pos,7
2855,89,赠品,n,pos,8
2860,89,晒太阳,n,pos,11
2861,89,板,ng,pos,12
2866,89,头部,n,pos,15
2869,89,气孔,n,pos,17
2872,89,人性化,n,pos,18
2888,90,插曲,n,pos,4
2890,90,店家,n,pos,5
2894,90,服务,vn,pos,8
2907,91,设计,vn,neg,1
2911,91,父母,n,neg,2
2922,91,调节,vn,neg,4
2927,91,调节,vn,neg,5
2931,91,骑车,n,neg,7
2939,92,帽子,n,neg,1
2940,92,太小,n,neg,2
2947,92,感觉,n,neg,5
2948,92,太紧,nz,neg,6
2960,93,东西,ns,neg,1
2974,93,店铺,n,neg,6
2979,93,处理结果,n,neg,9
2991,94,感觉,n,neg,1
3006,95,帽重,n,neg,2
3008,95,镜片,n,neg,3
3010,95,卡位,n,neg,4
3014,95,镜片,n,neg,7
3018,96,头顶,n,neg,3
3020,96,天窗,n,neg,4
3021,96,挡板,n,neg,5
3027,96,售后,n,neg,7
3039,96,语,ng,neg,9
3047,96,商品,n,neg,11
3052,96,过程,n,neg,12
3059,96,商家,n,neg,15
3069,96,责任,n,neg,18
3073,97,镜片,n,neg,1
3078,97,戴眼镜,nr,neg,2
3084,97,镜片,n,neg,4
3095,97,眼镜,n,neg,8
3099,97,镜片,n,neg,10
3102,97,变形,n,neg,12
3108,97,镜片,n,neg,15
3115,97,商家,n,neg,18
3118,97,链接,n,neg,19
3121,97,运费,vn,neg,20
3124,97,镜片,n,neg,21
3128,97,差劲,n,neg,23
3136,98,慎重考虑,nr,neg,3
3138,98,商家,n,neg,4
3146,98,商品,n,neg,8
3147,98,界面,n,neg,9
3149,98,误导,n,neg,10
3150,98,消费者,n,neg,11
3159,98,商品,n,neg,14
3160,98,界面,n,neg,15
3166,98,证书,n,neg,18
3167,98,照片,n,neg,19
3185,99,发货,n,neg,1
3186,99,时间,n,neg,2
3197,99,态度,n,neg,7
3217,100,象,n,neg,7
3218,100,小孩子,n,neg,8
3221,101,整体,n,neg,1
3225,101,镜片,n,neg,3
3229,101,太阳,ns,neg,5
3230,101,光线,n,neg,6
3233,101,绳,n,neg,7
3237,101,理想,n,neg,10
3252,102,便宜货,n,neg,2
3257,103,设计,vn,neg,1
3261,103,护目镜,n,neg,2
3265,103,感觉,n,neg,4
3266,103,视野,n,neg,5
3269,104,调节,vn,neg,2
3277,104,耳朵,n,neg,6
3287,104,情况,n,neg,9
3298,105,样式,n,neg,5
3312,105,耳朵,n,neg,9
3319,105,完美主义,nz,neg,12
3324,105,心情,n,neg,14
3327,105,美丽,ns,neg,15
3334,106,眼罩,n,neg,2
3353,107,太浅,n,neg,2
3362,108,防风,n,neg,1
3363,108,镜,ng,neg,2
3365,108,裂痕,n,neg,3
3372,109,护镜,nz,neg,1
3375,109,花花,n,neg,3
3379,109,单手,n,neg,4
3385,110,遮阳板,nz,neg,1
3392,110,尝试,vn,neg,3
3397,110,说明书,n,neg,5
3401,111,用户,n,pos,1
3403,111,商品,n,pos,2
3405,112,物流,n,pos,1
3410,112,商顺丰,nr,pos,4
3416,112,市面上,n,pos,8
3419,112,物流,n,pos,10
3424,112,商品,n,pos,12
3430,112,网页,n,pos,16
3443,112,面罩,n,pos,21
3446,112,强光,n,pos,23
3450,113,商城,ns,pos,1
3452,113,品质,n,pos,2
3460,113,商城,ns,pos,4
3462,113,东西,ns,pos,6
3465,113,信赖,n,pos,8
3467,113,宝贝,nr,pos,9
3474,113,美观大方,ns,pos,11
3479,113,时尚,n,pos,13
3481,113,很漂亮,n,pos,14
3491,114,款,n,pos,3
3499,114,货后,n,pos,6
3510,114,材料,n,pos,8
3512,114,颜色,n,pos,10
3514,114,舒适度,n,pos,12
3516,114,安全性,nr,pos,14
3524,114,速度,n,pos,17
3530,115,宝贝,nr,pos,1
3534,115,外观,n,pos,3
3535,115,很漂亮,n,pos,4
3538,115,心仪,n,pos,5
3571,116,外形,n,pos,7
3594,116,价格,n,pos,16
3598,116,实惠,vn,pos,17
3616,117,味道,n,pos,2
3618,117,总体,n,pos,3
3623,117,感觉,n,pos,4
3629,117,外形,n,pos,7
3635,117,东西,ns,pos,9
3637,117,概率,n,pos,10
3641,117,派上用场,n,pos,12
3651,118,外观设计,n,pos,1
3654,118,尺寸,n,pos,3
3662,118,宝贝,nr,pos,9
3663,118,手感,n,pos,10
3666,118,感觉,n,pos,12
3670,118,发货,n,pos,13
3671,118,速度,n,pos,14
3674,118,服务态度,n,pos,15
3675,118,一流,n,pos,16
3678,118,力,n,pos,17
3680,118,星,n,pos,18
3690,119,嘴巴,n,pos,5
3698,119,口罩,n,pos,9
3700,119,围巾,n,pos,10
3716,119,太阳镜,nz,pos,15
3721,119,五星,nz,pos,17
3744,120,挡风,n,pos,5
3754,120,全,n,pos,8
3764,120,挡风,n,pos,13
3766,121,电动车,n,pos,1
3767,121,男,n,pos,2
3770,121,防雨,n,pos,5
3771,121,电瓶车,n,pos,6
3772,121,女士,n,pos,7
3774,121,哈雷,nr,pos,9
3777,121,覆式,n,pos,11
3778,121,安全帽,nz,pos,12
3781,121,半盔,n,pos,15
3784,121,灰色,n,pos,18
3786,121,茶,n,pos,20
3788,121,码,n,pos,22
3796,121,物美,nz,pos,27
3797,121,廉价,n,pos,28
3802,121,款式,n,pos,31
3812,121,灰色,n,pos,35
3817,121,色系,n,pos,37
3827,122,评论,n,pos,4
3839,122,样式,n,pos,9
3844,122,内衬,n,pos,11
3854,122,头围,n,pos,14
3857,122,调整,vn,pos,16
3870,123,颜色,n,pos,3
3875,123,老板,n,pos,5
3878,123,服务态度,n,pos,6
3888,123,地带,n,pos,9
3889,123,水,n,pos,10
3894,123,商家,n,pos,11
3923,126,价位,n,pos,4
3937,127,平台,n,pos,1
3953,128,商家,n,pos,1
3956,128,镜片,n,pos,3
3961,128,茶色,n,pos,5
3962,128,镜片,n,pos,6
3964,128,镜片,n,pos,7
3971,128,视频教程,n,pos,10
3976,128,水泥,n,pos,13
3977,128,灰,n,pos,14
3979,128,颜色,n,pos,15
3982,128,外形,n,pos,16
3986,128,个性,n,pos,17
4008,129,白色,n,pos,5
4012,129,蓝色,n,pos,6
4022,129,视频,n,pos,9
4028,130,商品,n,pos,1
4032,130,物流,n,pos,3
4037,130,态度,n,pos,7
4041,130,商品,n,pos,8
4044,130,款式,n,pos,10
4045,130,美观,nz,pos,11
4048,130,价格,n,pos,12
4065,132,镜片,n,neg,1
4074,132,眼镜,n,neg,6
4076,133,用户,n,neg,1
4080,133,评价,n,neg,4
4081,133,内容,n,neg,5
4082,136,均码,n,neg,1
4088,136,男女,n,neg,2
4095,137,下雨天,n,neg,1
4098,137,眼镜,n,neg,3
4103,137,影响,vn,neg,6
4104,137,视线,n,neg,7
4107,138,东西,ns,neg,1
4108,138,外观,n,neg,2
4129,138,块钱,n,neg,10
4132,138,帽子,n,neg,11
4133,138,块钱,n,neg,12
4136,138,塑料片,n,neg,13
4145,140,底座,n,neg,4
4155,141,价格,n,neg,3
4161,142,东西,ns,neg,1
4163,142,想象,n,neg,2
4169,142,总体,n,neg,4
4175,143,卡扣,nz,neg,1
4179,143,性价比,n,neg,3
4183,144,面罩,n,neg,2
4189,144,红色,n,neg,5
4202,145,感觉,n,neg,3
4222,146,赠品,n,neg,2
4232,146,赠品,n,neg,5
4236,147,服务,vn,neg,2
4237,147,差差,n,neg,3
4238,147,差,n,neg,4
4240,147,换货,nz,neg,5
4244,148,建议,n,neg,1
4245,148,镜片,n,neg,2
4255,148,太短,n,neg,6
4261,149,内衬,n,neg,1
4280,150,卡扣,nz,neg,4
4283,151,异味,n,pos,2
4291,151,性价比,n,pos,6
4304,152,颜色,n,pos,4
4313,152,宝贝,nr,pos,9
4331,154,物流,n,pos,1
4335,154,下单,n,pos,4
4342,154,力,n,pos,6
4350,154,竹,ng,pos,9
4351,154,蜻蜓,n,pos,10
4359,155,颜值,n,pos,1
4363,155,透气性,n,pos,3
4370,155,时尚,n,pos,5
4375,156,颜色,n,pos,2
4379,156,条,n,pos,4
4382,156,骑车,n,pos,6
4396,157,店,n,pos,3
4399,157,男式,n,pos,4
4410,159,透气,n,pos,1
4420,159,家人,n,pos,4
4422,159,亲人,n,pos,5
4433,159,赠品,n,pos,8
4436,160,商品,n,pos,1
4440,160,性价比,n,pos,3
4457,162,摩托车,nz,pos,6
4462,162,电动,n,pos,7
4463,162,自行车,n,pos,8
4476,163,异味,n,pos,5
4483,164,态度,n,pos,1
4498,164,性价比,n,pos,6
4506,164,正品,n,pos,9
4510,164,价格便宜,n,pos,11
4514,164,性价比,n,pos,12
4524,164,高端,n,pos,18
4525,164,大气,n,pos,19
4531,165,马克笔,nr,pos,1
4544,166,镜片,n,pos,1
4545,166,高清,nr,pos,2
4552,166,头顶,n,pos,5
4562,167,东西,ns,pos,1
4574,168,魔术,n,pos,3
4576,168,设计,vn,pos,5
4578,168,人性化,n,pos,6
4581,168,头围,n,pos,7
4587,168,亮点,n,pos,9
4591,168,夜视,n,pos,11
4592,168,灯,n,pos,12
4600,168,眼睛,n,pos,16
4616,169,颜色,n,pos,2
4618,169,很漂亮,n,pos,3
4624,170,发货,n,pos,1
4634,171,耳朵,n,neg,1
4639,171,耳朵,n,neg,3
4644,171,刀割,n,neg,5
4646,171,对付,vn,neg,6
4656,173,面罩,n,neg,1
4668,176,零星,n,neg,1
4673,176,零星,n,neg,2
4682,176,钱,n,neg,6
4687,176,献爱心,nrt,neg,7
4699,177,裂痕,n,neg,3
4704,178,价格,n,neg,4
4706,179,东西,ns,neg,1
4713,179,不值,n,neg,2
4716,179,商品,n,neg,4
4720,179,反光板,n,neg,7
4741,179,售后,n,neg,13
4756,179,链接,n,neg,18
4757,179,咨询,vn,neg,19
4763,179,屏蔽,n,neg,20
4770,179,产品,n,neg,22
4783,179,广告,n,neg,25
4784,179,商品,n,neg,26
4806,182,开箱,n,neg,1
4810,182,刮痕,n,neg,3
4816,183,预期,vn,neg,3
4826,184,调节,vn,neg,3
4841,186,扣子,n,neg,1
4845,186,尺寸,n,neg,2
4849,187,挡风,n,neg,2
4850,187,面板,n,neg,3
4853,187,味道,n,neg,5
4858,188,体验,n,neg,2
4876,190,建议,n,neg,2
4879,190,全,n,neg,3
4885,191,服务,vn,pos,1
4895,193,美观,nz,pos,1
4896,193,大气,n,pos,2
4907,194,性价比,n,pos,3
4911,195,用户,n,pos,1
4913,195,评价,n,pos,3
4914,195,内容,n,pos,4
4916,196,带子,n,pos,2
4923,197,物流,n,pos,2
4924,197,速度,n,pos,3
4929,197,感觉,n,pos,5
4934,197,头带,n,pos,7
4949,199,感觉,n,pos,1
4962,199,小孩,n,pos,6
4965,199,电动车,n,pos,8
4969,199,安全帽,nz,pos,9
4975,199,头部,n,pos,12
4978,202,宝贝,nr,pos,2
4983,202,宝贝,nr,pos,5
4993,202,袋子,n,pos,9
4995,202,黑色,n,pos,10
4997,202,口罩,n,pos,11
5001,202,重量,n,pos,12
5007,202,挡风玻璃,n,pos,14
5015,202,透气性,n,pos,17
5021,202,天气,n,pos,20
5022,202,热,n,pos,21
5025,202,小哥,n,pos,23
5026,202,服务态度,n,pos,24
5030,202,整体,n,pos,25
5036,203,安全帽,nz,pos,1
5043,203,颜色,n,pos,6
5054,203,反光板,n,pos,9
5056,203,灯光,n,pos,10
5068,203,外观,n,pos,17
5083,203,颜色,n,pos,24
5084,203,磨砂,n,pos,25
5098,203,预期,vn,pos,31
5102,203,材质,n,pos,32
5108,203,选型,n,pos,36
5109,203,美观,nz,pos,37
5111,203,重量,n,pos,38
5117,203,朋友,n,pos,41
5122,204,质感,n,pos,2
5130,204,地方,n,pos,5
5135,204,头,n,pos,6
5137,204,调整,vn,pos,8
5146,204,气孔,n,pos,12
5151,204,调节,vn,pos,13
5156,204,条,n,pos,15
5165,204,效果,n,pos,18
5168,204,镜片,n,pos,19
5171,204,黑色,n,pos,20
5175,204,能防,n,pos,22
5176,204,强光,n,pos,23
5182,204,东西,ns,pos,25
5190,204,鼻子,n,pos,28
5196,204,调整,vn,pos,30
5204,204,视线,n,pos,32
5210,204,总体,n,pos,36
5215,204,价位,n,pos,38
5222,205,外观,n,pos,1
5223,205,时尚,n,pos,2
5225,205,透气,n,pos,3
5233,205,感觉,n,pos,6
5242,206,儿子,n,pos,3
5251,207,样子,n,pos,5
5252,208,货,n,pos,1
5256,208,款式,n,pos,3
5263,208,感觉,n,pos,7
5267,209,安全帽,nz,pos,1
5273,209,样子,n,pos,4
5275,209,很漂亮,n,pos,5
5277,210,发货,n,pos,1
5280,210,效果,n,pos,3
5291,211,尾货,n,neg,3
5299,211,尾货,n,neg,6
5307,211,尾货,n,neg,9
5315,211,尾货,n,neg,12
5325,212,风镜,n,neg,4
5327,212,风镜,n,neg,5
5330,212,风镜,n,neg,8
5335,213,东西,ns,neg,1
5338,213,服务态度,n,neg,2
5343,213,星,n,neg,4
5348,213,建议,n,neg,6
5353,214,挡风,n,neg,1
5354,214,板,ng,neg,2
5360,214,影响,vn,neg,5
5361,214,视线,n,neg,6
5370,215,耳朵,n,neg,4
5372,215,卡,n,neg,5
5373,215,耳朵,n,neg,6
5378,215,原本,n,neg,8
5390,215,钱,n,neg,14
5398,215,低分,n,neg,16
5400,215,原因,n,neg,17
5402,215,设计,vn,neg,18
5404,215,不合理,n,neg,19
5409,215,卡,n,neg,22
5411,215,耳朵,n,neg,23
5423,216,绳子,n,neg,2
5425,216,胶,n,neg,3
5431,216,调整,vn,neg,5
5432,216,长度,ns,neg,6
5444,218,塑料,n,neg,2
5450,218,填充物,n,neg,6
5452,218,耳朵,n,neg,7
