,id,nickname,creationTime,productColor,尺码,score,referenceName,content,content_type
29,17512846449.0,浩***9,2022-05-19 20:41:57,哑黑黑茶短【升级3C款】,均码,3.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,说实话，这款头盔唯一的优点是好看，缺点，第一，中间的物质应该是硬塑料，太硬，如果发生碰撞能起到缓冲的作用么，第二，太重，第三，太小，根本没有调节大小的空间，戴上有点挤的慌，做的稍大点，也能调小，做这么小，几个男士适合戴,neg
30,19038982313.0,青***色,2023-04-20 15:18:15,哑黑黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评~,pos
31,17636189478.0,j***狂,2022-06-15 07:51:11,米白黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,首先，颜值还是很棒的，太新了，车座底下放不下，一度担心逛街被偷，走哪带哪，质量非常棒，看着和便宜的都不一样。,pos
32,17558816543.0,j***c,2022-05-30 18:42:38,米白黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,与描述高度匹配，大赞！,pos
33,18067447669.0,敏***5,2022-09-15 20:56:20,灰色黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,价格合适，样式精美。质量不错，调节方便。佩戴起来舒适感也很好。,pos
34,17824971271.0,j***u,2022-07-25 18:35:24,哑黑黑茶中,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,非常满意的一次购物，颜色漂亮，带起来非常舒服，后面有反光条，晚上在也不怕黑了，灯光照射下可以被发现，价格美丽支持商家，支持京东,pos
35,17641914541.0,u***w,2022-06-16 11:47:20,米白黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,可以跟好，性价比高，值得购买。米白色很好看耶耶耶哪哈，大家买吧嘿嘿嘿，废话不多说，大家看图把大家，强推米白色，真的好看耶耶耶,pos
36,18128061530.0,j***x,2022-09-27 17:47:46,红色秋冬款【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,头盔质量不错，选的粉色实物颜色更漂亮，光泽度很好，没有异味，材质比较放心，里面很柔软，戴上很舒适，围脖加绒，毛毛很暖和，也可以拆下来，比较方便，这样冬天骑车再也不怕冷了，价格也比实体店实惠，真是买的很值。,pos
37,17552551950.0,z***源,2022-05-29 10:33:58,米白黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,安全帽收到了，质量看着非常不错，大小也比较合适，颜色也很好看，不错的产品，安装简单，戴着也不重，感觉包裹性很好，很有安全感。,pos
38,18062287934.0,u***e,2022-09-14 18:19:39,灰色黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,选了好几家店对比，花了好长时间，收到货真的很喜欢，帽子很厚实。发货速度非常快，很满意的一次购物,pos
39,15787693296.0,心***网,2021-06-10 11:14:21,笑脸黑茶短,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,物美价廉，物超所值，超出预期的好，材质坚硬，内部舒适，造型美观，重量轻巧，没想到用这个价格能买到如此质优价廉的产品，已经推介给朋友，朋友看了也准备下单了。小小建议，外包装再讲究一点就更好了！,pos
40,18074404655.0,u***f,2022-09-17 13:38:51,灰色黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,***泽非常好，高大上的感觉，也非常有手感，做工非常棒，茶镜也好看，戴着很合适，买值了！,pos
41,17553472965.0,张***s,2022-05-29 14:06:20,秋蓝黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,东西收到了，质量很好，和图片一样，没有色差，标注都是3c认证的产品，刚带上使用感觉有点紧，估计带一段时间就好了吧。,pos
42,18043480812.0,j***0,2022-09-10 14:33:10,米白黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,不错，头盔挺精致的   物超所值！比较厚实，值得推荐！,pos
43,18195672178.0,j***o,2022-10-11 11:21:39,米白黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,质量还不错，通气孔是能调节的，头围大小都可以调节，男女通用，我觉得男士戴更合适！,pos
44,17549778062.0,j***3,2022-05-28 15:19:39,米白黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,收到后，组装镜片很轻松就搞定了。做工很好，质感不错。安全性方面，手感挺厚重，足够保护头部安全。,pos
45,17561680796.0,a***8,2022-05-31 13:36:41,灰色黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,非常好看，非常漂亮，看上去物有所值，戴起来很舒服，后边也有反光板，灯光下反射易发现。支持京东，支持店铺。,pos
46,18071195161.0,下***n,2022-09-16 18:04:27,秋蓝黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,宝贝特别喜欢，颜值高质量好，中看又中用，有需要的朋友不要犹豫了，最后祝商家生意兴隆！,pos
47,18537320241.0,j***n,2022-12-15 09:15:56,秋蓝黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,快递很快，质量很好是正品，戴在头上很舒服，不会划到头皮。,pos
48,18049048891.0,你***9,2022-09-11 20:33:30,灰色黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,头盔质量特别好，款式也特别时尚，太喜欢了！颜色也很漂亮，还会再光顾的！,pos
49,17764510712.0,张***1,2022-07-11 11:24:48,本田灰茶中,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,这个头盔质量没问题，而且颜色还特别的亮，非常喜欢。物流也快。一定要买他家的,pos
50,18993414121.0,狱***云,2023-04-06 08:35:47,哑黑透明短【升级3C款】,均码,1.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,头盔上有白色的划痕，头盔偏小，压的耳朵疼。快递可#了，没打电话，没发信息，直接放代收点了，那代收点离我好几公里，还下着雨，让我自己去拿，在网上买东西不就是图方便吗？快递给我放这么远，我有拿快递的时间自己在线下买不好吗？,neg
51,17347163986.0,u***e,2022-04-09 14:12:16,哑黑黑茶短,均码,1.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,京东购物这么多年，最差的一次感受，遇见最不讲诚信，最霸道的卖家，想怎么着就怎么着，想发货货就发货，想拦截就拦截不用跟买家有任何沟通的，拿疫情搪塞客户，客户选择退款，又失败，审核不通过，物流最后终于更新已经发往买家所在城市了，隔天卖家又强制拦截客户订单，搜索头盔，当时这是排名第一的卖家，果然牛气，有实力，不知道是怎么置顶卖家榜首的？？？平台是怎么监管的？？？,neg
52,14159882405.0,幸***人,2020-05-16 18:49:53,哑黑,均码,1.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,做工不好，一边卡扣不灵活。包装太简陋了，直接套个塑料袋子就装箱了。送来时透气孔挡片已经摔掉了，还有许多摔痕。无语，不待退了，一分价钱一分货吧！很失望的一次购物！,neg
53,18258436122.0,z***2,2022-10-22 10:29:36,哑黑黑茶短,均码,1.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,掉地上就摔坏了，能起到保护作用吗？,neg
54,15805968850.0,j***t,2021-06-14 16:21:56,灰色黑茶短,均码,1.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,货刚收到，质量不咋地，而且太多的瑕疵。卡扣那个缝稍微一动就出来了。,neg
55,17963367250.0,c***1,2022-08-25 16:37:15,哑黑黑茶短【升级3C款】,均码,1.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,质量非常差，底座都没用几天居然断了一个齿，找客服更换，还得自己出10块钱运费，哎，有史以来体验最差的一次京东购物，没有之一，再也不会买他家的东西了，质量，售后真的是差劲,neg
56,19016958401.0,j***鸡,2023-04-12 22:11:31,哑黑黑茶短【升级3C款】,均码,1.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,质量不行 插扣自己脱落 客服敷衍 死猪不怕开水烫 客服太垃圾 我太喜欢这种有个性的客服把客户当傻子 我描述的很明白 非要我拍照三次后面和我说自费买配件 有意思,neg
57,18479284827.0,可***3,2022-12-05 17:47:33,秋蓝秋冬款【升级3C款】,均码,1.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,头盔回来，头顶处有一道划痕，现在疫情防控期间不能退货，跟客服说了，给优惠三元?，这不好几天了也没处理结果，这处理速度真是绝了。,neg
58,17705981761.0,2***1,2022-06-27 19:08:38,红色黑茶短,均码,1.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,打开看就是坏的，左面的坏的。,neg
59,17844634841.0,j***e,2022-07-29 16:26:18,米白透明短,均码,1.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,东西好几天才到，到了还是坏的，无语,neg
60,17212949730.0,j***q,2022-03-05 20:37:19,哑黑黑茶中,均码,3.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,头盔有点软，质量有点差，但这个价格也差不多这样吧！,neg
61,18443548776.0,-***5,2022-11-26 13:18:56,哑黑黑茶短【升级3C款】,均码,3.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,头盔质量应该还行吧 就是戴着觉得很重 然后调节松紧有点不大好   我戴着最紧还是挺松的,neg
62,18496869312.0,j***9,2022-12-08 21:02:50,哑黑黑茶短,均码,2.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,不是很好，一分钱一分货吧，将就用,neg
63,17847324345.0,u***k,2022-07-30 08:56:18,灰色黑茶短【升级3C款】,均码,3.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,"调节档位太紧，一个手无法操作！！！
和新旧没太大关系，调节档位的时候也没有声音，双手操作也卡不到位，需要微调
价格便宜，凑合用",neg
64,18826126261.0,蚂***象,2023-02-25 13:56:29,灰色黑茶短【升级3C款】,均码,3.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,还不错的价位，符合自己需求标准。,neg
65,17576516862.0,j***y,2022-06-03 14:43:10,米白黑茶短【升级3C款】,均码,3.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,此用户未填写评价内容,neg
66,18970021595.0,j***j,2023-03-31 19:50:48,哑黑黑茶短,均码,3.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,下面管松紧的绳子不行,neg
67,18010291221.0,j***p,2022-09-03 21:02:34,哑黑黑茶短【升级3C款】,均码,3.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,头盔收到了，冲着3C认证购买的，没有想象中的好，头盔净空矮了，戴在头上易脱落，包装也很简易。,neg
68,18259527780.0,J***3,2022-10-22 13:49:41,哑黑黑茶短,均码,3.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,很好?商品收到了，包装得很好，物流非常快，客服态度很积极，有问题及时解答！总体来说非常满意！,neg
69,18871598219.0,泉***7,2023-03-08 14:30:54,哑黑黑茶短【升级3C款】,均码,3.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,还行吧，有点甲头,neg
70,17112662431.0,二***里,2022-02-11 15:49:24,哑黑透明短,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,发货速度很快   产品质量很好  颜值很高 总体来说还不错很棒,pos
71,16507792724.0,浮***丶,2021-10-23 19:58:19,哑黑透明中,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,头盔不错，物流也很快，今天收到了，打算过几天就安排上，棒棒哒，小伙伴们喜欢的就赶紧下手吧，欧耶，冲冲冲！,pos
72,17558401552.0,j***P,2022-05-30 17:05:57,秋蓝黑茶短,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,东西非常不错，物流速度非常快，这个头盔真好，本来还以为不好，结果收到货自己都惊呆了，话不多说，直接上图上视频，推荐购买，有意图的朋友们不要犹豫，抓紧下单吧,pos
73,15826616883.0,y***9,2021-06-18 12:10:00,哑黑透明短,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,购买核心点，尾部有亮灯标志，前设有阀门可调节漏空气进入，黑色款很炫酷。工程塑料材质，性价比很高，还是有一定厚重感，搭配透明镜需自装，简单易上手。整体值得入手。,pos
74,18317168073.0,w***0,2022-11-02 11:52:51,哑黑黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,颜值很棒，一级棒，买上很舒服，戴上毫无违和感我自己非常喜欢，而且在路上的时候很多人频频回头看，我觉得真的是太帅了越看越喜欢,pos
75,19017676876.0,b***1,2023-04-13 09:28:47,哑黑黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,结实、外观可以。护目镜有划痕，商家第一时间安排补发。反光镜丢失，商家还给发了两个，不想沾他这个便宜真想给她退回去。还送了三个反光贴。,pos
76,16081988700.0,j***9,2021-08-03 22:19:16,灰色透明中,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,物美价廉，质量很好，是我想要的类型，物流也很快，值得大家购买。,pos
77,16510766787.0,u***l,2021-10-24 12:49:02,米白透明短,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,这个价钱也就这品质，合适！,pos
78,16102999824.0,南***0,2021-08-07 16:01:55,米白黑茶短,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,性价比高，颜值好看！不错，推荐大家。,pos
79,17744074794.0,u***z,2022-07-06 09:49:29,秋蓝黑茶短【升级3C款】,均码,5.0,Andes HELMET电动车头盔男四季女士夏季头盔轻便式安全帽四季通用夏天半盔 哑黑黑茶短【升级3C款】 均码,头盔收到，颜色好看，质量很好，做工精细。物流很快，值得信赖。,pos
